event_type,x,y,x2,y2,team,opponent,match_id,phase,player,receiver,outcome,shot_result,body_part,minute,second,period,shirt_number,sequence_id
pass,98.3348778322011,67.6935246422369,100.0,66.33498825669648,Al Ahly,Rivals FC,M3,final-third,Zizo,Salah,unsuccessful,,right foot,88,59,1,3,
pass,74.95976820625965,66.60488785097915,75.22057188916958,45.80445670598564,Al Ahly,Rivals FC,M2,progression,Dieng,Marwan,unsuccessful,,left foot,78,11,1,2,
interception,15.338058914080289,55.36153950289563,33.383923360829954,87.5133592131443,Al Ahly,Rivals FC,M3,build-up,Marwan,,successful,,right foot,34,56,2,28,S2
carry,57.49280261579814,42.116635761517884,66.20238437302766,10.097241039437634,Al Ahly,Rivals FC,M3,final-third,Salah,Marwan,successful,,head,22,50,1,6,S2
pass,44.843573374055666,39.38997496220289,44.33232980169599,24.098551089792462,Al Ahly,Rivals FC,M2,build-up,Salah,Marwan,successful,,head,7,33,1,28,S2
recovery,68.13272976985787,4.189437824883746,72.20070844914441,0.0,Al Ahly,Rivals FC,M3,final-third,Zizo,Marwan,successful,,left foot,0,43,1,2,
interception,28.836463070903196,72.35175996219778,28.462931230395725,81.33063895564199,Al Ahly,Rivals FC,M1,build-up,Marwan,,successful,,head,68,36,1,2,
pass,92.41447382447024,86.0941664563547,100.0,95.36491476832943,Al Ahly,Rivals FC,M1,final-third,Kahraba,,unsuccessful,,right foot,9,27,1,27,
carry,28.350843304867013,99.57047584793003,37.76241470456568,100.0,Al Ahly,Rivals FC,M1,progression,Zizo,,successful,,left foot,78,59,1,21,S3
pass,45.8128141898197,27.79029930751874,58.887916443458124,24.04302991187079,Zamalek,Rivals FC,M1,progression,Marwan,Zizo,successful,,right foot,19,19,2,5,S3
pass,17.146921648844536,45.18713361221505,16.51517937778561,70.14237050560959,Zamalek,Rivals FC,M1,final-third,,Zizo,unsuccessful,,left foot,94,14,1,6,S3
carry,91.88466654062056,25.69053101393498,93.10759294061799,16.237816995712794,Al Ahly,Rivals FC,M1,progression,Marwan,,successful,,left foot,0,2,1,7,S3
pass,89.76395596735938,71.834507751816,100.0,74.7958779876321,Al Ahly,Rivals FC,M3,final-third,Kahraba,Zizo,unsuccessful,,head,34,40,1,13,
recovery,94.99711899996367,72.63730021916915,100.0,92.87161478367655,Al Ahly,Rivals FC,M3,build-up,Kahraba,Salah,successful,,right foot,75,15,2,24,
pass,21.823019721563107,18.04092142128625,36.0907285077514,2.3759457635858716,Al Ahly,Rivals FC,M3,final-third,Marwan,Zizo,successful,,head,31,10,2,15,
pass,33.382068921169115,21.480083063495027,64.41926432122528,10.909322552081516,Zamalek,Rivals FC,M3,build-up,Zizo,,successful,,head,39,48,1,8,S3
dribble,91.297883069321,91.72930122017559,100.0,100.0,Al Ahly,Rivals FC,M2,build-up,Marwan,,successful,,right foot,40,9,2,3,S1
pass,88.02010340165772,59.63312255124728,100.0,64.26504287708464,Al Ahly,Rivals FC,M3,progression,Zizo,Marwan,successful,,left foot,4,17,2,10,S1
pass,11.415016650245102,17.333870392435134,28.45503852895058,0.6868299541342289,Zamalek,Rivals FC,M2,progression,Salah,Salah,successful,,right foot,4,7,2,20,S3
block,46.599229824226654,35.773135511296026,61.03543863089655,35.303661296101524,Al Ahly,Rivals FC,M1,final-third,Zizo,Salah,unsuccessful,,head,2,25,1,8,S1
pass,5.617427969668364,43.08501265168475,14.635651026280916,65.37105428355021,Al Ahly,Rivals FC,M1,progression,Dieng,Marwan,unsuccessful,,left foot,47,42,1,27,S3
pass,82.90666527689808,70.68932774843755,100.0,66.72550299978536,Al Ahly,Rivals FC,M2,final-third,,Salah,successful,,head,25,30,2,8,
carry,84.01853575664246,82.59073876080961,83.38054432737158,91.4077685739938,Al Ahly,Rivals FC,M3,build-up,,Salah,successful,,right foot,19,20,1,16,S3
pass,93.90450197507485,80.81172242262934,100.0,81.4534950008748,Al Ahly,Rivals FC,M2,final-third,Salah,Zizo,successful,,head,25,29,1,3,
recovery,81.29157701812669,12.04095304986339,73.2951451619559,2.8495796373753777,Al Ahly,Rivals FC,M1,final-third,Dieng,Zizo,unsuccessful,,left foot,87,20,2,7,
pass,42.27004967836162,8.019835695353805,41.11043623036996,26.53875058093506,Al Ahly,Rivals FC,M1,final-third,Kahraba,,successful,,right foot,50,28,2,4,
pass,37.7023273517816,65.07503659982093,53.882088581148665,75.84361656587576,Al Ahly,Rivals FC,M2,progression,Marwan,Salah,successful,,right foot,7,52,1,13,S3
tackle,65.8518447520428,69.94246151016871,82.58980121387341,83.44468790951616,Al Ahly,Rivals FC,M3,progression,Kahraba,Marwan,successful,,head,61,12,1,17,S3
carry,42.355692340741925,8.73551132231043,57.85058600277127,5.995223053053484,Zamalek,Rivals FC,M2,progression,Dieng,Marwan,unsuccessful,,right foot,57,25,2,11,
tackle,96.04231186389501,51.724628428468634,100.0,52.023466768136984,Zamalek,Rivals FC,M1,final-third,Marwan,,successful,,right foot,31,34,1,20,
clearance,46.591377877443975,81.3633736845673,51.23652673730222,83.13113472342665,Zamalek,Rivals FC,M1,progression,Marwan,,successful,,head,80,58,1,10,S2
duel,45.820915209174615,75.36409387481162,52.21551624397809,79.80226752038936,Al Ahly,Rivals FC,M1,progression,Dieng,,successful,,head,76,26,1,15,S3
pass,97.51700379337035,86.11549214996647,100.0,80.99025328635747,Al Ahly,Rivals FC,M3,progression,Salah,Zizo,successful,,right foot,17,29,1,7,S2
shot,91.55799948309455,54.46478640058467,49.43071094074337,47.43339082125746,Al Ahly,Rivals FC,M2,progression,Kahraba,Zizo,unsuccessful,Goal,head,73,33,2,21,
pass,32.782855488863525,45.26552032976602,59.933163525609146,60.08356787942476,Al Ahly,Rivals FC,M1,build-up,Dieng,Zizo,successful,,right foot,35,45,1,5,
pass,7.670333783329841,62.49445402612136,24.264054840725745,48.24562688026283,Al Ahly,Rivals FC,M3,build-up,Salah,Zizo,unsuccessful,,head,6,19,1,19,
interception,92.66630333137061,71.17981426273097,99.06628182102111,64.84272039607912,Zamalek,Rivals FC,M2,build-up,Dieng,Marwan,successful,,left foot,6,43,1,17,S3
pass,52.18211285057248,24.87549227579159,54.44325340069657,19.31065205442779,Al Ahly,Rivals FC,M3,final-third,Kahraba,Zizo,unsuccessful,,head,76,44,1,4,S2
duel,44.48285638136428,74.26241847770223,59.64333765444288,67.05427242048174,Al Ahly,Rivals FC,M3,build-up,Dieng,Marwan,unsuccessful,,head,78,3,2,27,S1
carry,89.17509780604742,36.42691591222972,98.79712883499907,20.844480665484078,Al Ahly,Rivals FC,M2,progression,Marwan,,successful,,head,53,35,2,7,S2
recovery,91.18288609208153,99.79736312002898,84.2227799911407,89.50920259020555,Al Ahly,Rivals FC,M3,final-third,Dieng,Marwan,successful,,left foot,16,14,1,3,S3
dribble,20.830162021977472,25.48316885450924,47.07357562832711,34.10400648915125,Al Ahly,Rivals FC,M1,progression,Dieng,Salah,unsuccessful,,left foot,14,35,2,18,S2
block,12.507810163027832,77.92524997133549,24.421979808773962,72.53295085115269,Al Ahly,Rivals FC,M2,progression,Zizo,Zizo,successful,,head,12,4,1,24,S2
carry,88.0618861083922,86.56069280200536,96.74727532406145,76.59982924095013,Al Ahly,Rivals FC,M3,build-up,Kahraba,Salah,successful,,right foot,16,17,2,18,
interception,95.67731896825221,77.74111481458789,98.63102014742496,96.78961066987065,Al Ahly,Rivals FC,M3,final-third,Zizo,Zizo,successful,,left foot,12,33,2,11,S2
recovery,54.32504012513737,65.00248163729296,57.23902889540389,47.86676150813948,Al Ahly,Rivals FC,M2,build-up,Dieng,,successful,,right foot,75,50,2,25,S2
cross,72.84398154167731,87.93891030212309,94.18501958040348,99.37077036257215,Zamalek,Rivals FC,M3,build-up,Dieng,Zizo,successful,,left foot,38,52,1,19,S1
carry,1.929941548762104,5.039818889304648,4.120547159985103,8.232759092811962,Al Ahly,Rivals FC,M2,final-third,,,successful,,right foot,74,37,2,21,S3
carry,49.060139755435685,36.1727919903577,62.05462702573326,18.80026471731921,Al Ahly,Rivals FC,M2,build-up,Zizo,Zizo,successful,,head,17,22,1,2,S1
shot,98.10783570996634,97.1608680316876,26.602895633704215,91.24685610150365,Al Ahly,Rivals FC,M3,final-third,,Marwan,successful,Off Target,left foot,39,7,1,13,
pass,13.152263245629003,52.13004722613215,44.31656985408545,46.37570538595584,Zamalek,Rivals FC,M2,final-third,,Zizo,successful,,right foot,83,12,2,2,S1
carry,5.542382278442282,35.256349387144304,23.82311143373496,49.76737634213582,Al Ahly,Rivals FC,M3,progression,Salah,Zizo,successful,,left foot,33,20,2,14,
shot,73.97282795811736,24.580296501597132,65.26528218494889,34.55712614392183,Al Ahly,Rivals FC,M1,final-third,Zizo,Marwan,successful,Off Target,right foot,75,3,2,24,S1
pass,57.5103592594029,29.47522253650878,64.93774157379549,25.035675808993883,Al Ahly,Rivals FC,M2,build-up,Dieng,Zizo,successful,,right foot,12,0,2,26,
pass,42.95304426572242,1.7057350785372738,63.84676492315365,0.0,Al Ahly,Rivals FC,M2,progression,Kahraba,,unsuccessful,,left foot,92,3,2,7,
pass,71.57705729862496,70.57918172031971,94.0161168008992,49.09416173683806,Zamalek,Rivals FC,M3,build-up,Marwan,Zizo,successful,,left foot,86,57,1,25,S1
recovery,8.29447636471441,2.8121362532121164,15.867926119260947,0.0,Zamalek,Rivals FC,M3,build-up,Dieng,Salah,successful,,left foot,70,38,2,11,
interception,23.243475309751027,74.61358569105283,41.34894374502091,56.62487896176286,Al Ahly,Rivals FC,M3,build-up,,Marwan,unsuccessful,,left foot,7,31,1,4,S2
interception,17.694535917424183,3.8122755700485955,28.257559833557977,0.5773238080809446,Al Ahly,Rivals FC,M2,final-third,,Salah,successful,,left foot,19,10,2,13,
duel,50.7638611767969,14.59886040428625,45.89864875458233,11.0233931451801,Al Ahly,Rivals FC,M2,final-third,Salah,Marwan,successful,,right foot,41,1,1,19,S3
dribble,79.0481504178863,43.80933529292914,80.58401349261507,47.244789349205725,Al Ahly,Rivals FC,M2,progression,Kahraba,Zizo,successful,,left foot,10,37,1,25,S1
pass,17.756393522494605,8.038931198376964,38.167864161500596,18.99205775162907,Al Ahly,Rivals FC,M2,progression,Marwan,Zizo,successful,,left foot,72,13,2,7,S2
clearance,90.07477233565224,4.696880359932932,100.0,4.909041447719929,Al Ahly,Rivals FC,M1,final-third,Salah,Marwan,successful,,head,41,0,2,13,
carry,35.040380689380854,97.38284990567197,54.09413824827533,100.0,Al Ahly,Rivals FC,M2,build-up,Dieng,Marwan,successful,,left foot,61,28,1,14,S2
shot,73.28184612824145,94.28028342838988,29.757664665721865,91.10926491599419,Al Ahly,Rivals FC,M2,final-third,Marwan,Zizo,successful,Saved,head,32,57,1,23,
pass,25.384510111662184,65.77320828814428,29.939943634113874,77.21023530472738,Al Ahly,Rivals FC,M3,final-third,Dieng,Zizo,successful,,left foot,94,28,1,15,
duel,76.73546750054037,71.32756656639665,94.31303583353247,80.0566328018334,Al Ahly,Rivals FC,M2,final-third,Marwan,Salah,successful,,right foot,69,3,1,11,
pass,0.7644254687253826,14.583374852150166,16.2039427508055,32.69988433606646,Al Ahly,Rivals FC,M2,build-up,Marwan,Zizo,successful,,left foot,50,20,2,26,
tackle,42.787349416071955,3.9998129484118294,37.975159696351184,19.511003058791207,Al Ahly,Rivals FC,M3,build-up,Marwan,Salah,successful,,head,66,22,2,13,S1
duel,29.0656376054648,24.92001403864299,47.835697626560574,15.038710711241118,Al Ahly,Rivals FC,M3,final-third,Zizo,Marwan,successful,,head,85,53,1,20,S3
carry,53.21441323070848,49.31718091714531,57.8652297679691,30.623850544069636,Al Ahly,Rivals FC,M1,final-third,Marwan,,successful,,left foot,24,53,2,7,
shot,70.74515982475717,76.19372311216404,58.41275050514496,82.84290003582257,Zamalek,Rivals FC,M1,progression,Marwan,Marwan,successful,Off Target,head,30,30,2,2,S1
pass,9.272117898424703,45.47101806136422,26.855151439970854,58.17728077884142,Zamalek,Rivals FC,M3,progression,Dieng,,successful,,left foot,91,19,1,20,S2
carry,15.260071493073479,36.67463751085796,34.8067974227728,27.4884345312465,Al Ahly,Rivals FC,M2,progression,,Salah,unsuccessful,,head,20,38,1,13,
pass,96.2180819511541,7.271680899417754,100.0,24.257251758635398,Al Ahly,Rivals FC,M1,build-up,,Salah,successful,,right foot,91,46,2,24,
pass,56.35771881813422,16.710938481889983,75.6860044388423,16.78996263600671,Al Ahly,Rivals FC,M2,build-up,Dieng,Marwan,successful,,left foot,67,1,2,2,S2
pass,91.99261482297884,42.150730665225765,93.09120059889104,39.984971054113785,Al Ahly,Rivals FC,M1,progression,Marwan,Zizo,successful,,head,84,12,1,5,S1
pass,95.40854182970348,26.827266014372942,96.82978787541668,30.011878199443167,Al Ahly,Rivals FC,M1,progression,Salah,,successful,,head,25,32,1,17,S3
pass,60.2239859931887,42.208242439586094,83.03445437255498,24.14893118638073,Al Ahly,Rivals FC,M1,build-up,Salah,,successful,,right foot,35,6,1,21,
pass,91.38974428219187,61.80267664344664,100.0,40.826957741816315,Zamalek,Rivals FC,M2,final-third,Kahraba,Marwan,successful,,head,91,34,1,26,S3
pass,42.012053428746256,26.775515401741966,37.68883410522663,21.421420670377906,Al Ahly,Rivals FC,M3,progression,Kahraba,Salah,successful,,left foot,59,35,1,11,S2
pass,29.700731916110044,95.74349837490827,20.851095197340964,80.37594914259918,Zamalek,Rivals FC,M1,progression,Marwan,,successful,,left foot,60,44,2,27,
block,81.1348673913899,54.219996826769986,100.0,52.754875002874876,Al Ahly,Rivals FC,M2,progression,Salah,,successful,,left foot,44,41,2,18,
duel,32.840925329974446,96.83425840392339,67.97464454613566,95.49368852949068,Al Ahly,Rivals FC,M3,final-third,,Salah,successful,,left foot,21,10,1,24,
carry,26.469916936042104,47.42669426128163,47.09067212531371,15.17758997860863,Zamalek,Rivals FC,M3,final-third,Salah,Marwan,unsuccessful,,left foot,32,4,2,17,
pass,47.73058343930218,57.982151712116604,57.28821464719384,46.95031408793386,Al Ahly,Rivals FC,M2,progression,Marwan,Salah,successful,,head,83,56,2,26,S2
pass,40.54343139357517,98.54408366294153,55.34849486137644,100.0,Zamalek,Rivals FC,M3,progression,Salah,Zizo,successful,,head,13,43,1,28,S3
pass,95.81152304688199,37.19465025643878,79.52899054064204,7.784402037653223,Zamalek,Rivals FC,M3,progression,,Zizo,successful,,head,57,34,2,3,S2
shot,98.13107152149028,71.16823241172679,91.5565730847272,65.66306678665134,Al Ahly,Rivals FC,M3,build-up,Marwan,Zizo,successful,Blocked,right foot,66,18,2,3,S1
recovery,72.2798236563108,77.71328465514327,94.84449252338477,59.95760889020583,Al Ahly,Rivals FC,M3,final-third,Kahraba,,unsuccessful,,left foot,1,44,1,6,S3
carry,89.43913254845064,23.41794462684802,100.0,0.0,Al Ahly,Rivals FC,M3,final-third,,Salah,unsuccessful,,right foot,87,53,2,15,
interception,25.16899331730785,37.30893984846083,15.090942058201328,49.23294427289539,Al Ahly,Rivals FC,M3,progression,Dieng,,successful,,right foot,68,32,1,18,
recovery,26.24465267834496,36.65462877565123,50.56746275935867,48.10856104451726,Al Ahly,Rivals FC,M3,build-up,Zizo,Salah,successful,,left foot,83,1,1,6,
interception,34.503177487440084,12.4991598140763,52.094866342486085,5.874024990159242,Zamalek,Rivals FC,M1,final-third,Kahraba,Marwan,successful,,head,13,53,2,3,S2
pass,59.6330327091816,29.80693051059663,81.40205533566436,22.231231728084044,Al Ahly,Rivals FC,M1,build-up,Dieng,Marwan,successful,,head,5,39,1,4,
carry,2.442956342567759,28.908126866509043,12.373504961111047,44.05387983973003,Al Ahly,Rivals FC,M3,final-third,Kahraba,Zizo,successful,,head,37,41,2,4,
pass,9.89985989707155,79.6230124575405,21.975881335000572,92.48695865141454,Al Ahly,Rivals FC,M2,build-up,,Salah,successful,,left foot,26,42,1,21,
cross,25.227628312078064,97.27246695903007,26.058165457153514,95.5591046486872,Al Ahly,Rivals FC,M1,final-third,Kahraba,Salah,successful,,right foot,30,38,1,25,S3
pass,9.640796444356125,0.711835299874708,25.007909403909963,9.561640789142377,Zamalek,Rivals FC,M1,progression,Dieng,Zizo,successful,,head,52,2,1,20,
carry,25.16248130779788,64.20300085166103,46.511422496646716,63.84980985051154,Al Ahly,Rivals FC,M1,build-up,Marwan,,successful,,head,15,56,2,3,S1
pass,10.242544300102008,65.67807153332281,12.500181641083365,60.29853690999744,Al Ahly,Rivals FC,M3,build-up,,,successful,,left foot,74,37,2,5,S1
carry,29.683028819966605,27.659082650034904,45.5248838441836,33.47015795116456,Al Ahly,Rivals FC,M1,final-third,Zizo,Zizo,successful,,left foot,52,29,1,16,
pass,43.52277783922435,81.83229284175331,50.03024791392826,75.05409552465606,Al Ahly,Rivals FC,M1,build-up,Marwan,,unsuccessful,,right foot,17,6,1,18,
pass,54.512851991582345,39.90272489470965,77.38528518614145,45.36046218609072,Zamalek,Rivals FC,M1,build-up,Dieng,,unsuccessful,,right foot,93,8,2,13,S2
carry,80.44343512637204,7.644563527838932,100.0,3.0281305157535554,Al Ahly,Rivals FC,M3,progression,Dieng,Zizo,successful,,left foot,81,26,2,26,S3
carry,29.050599387389674,5.364965676062439,16.547794493524048,0.0,Al Ahly,Rivals FC,M2,progression,Marwan,,successful,,right foot,89,10,1,6,
carry,38.47300699468116,68.0931301695818,55.21423160134684,59.578767216444724,Al Ahly,Rivals FC,M3,final-third,Marwan,,successful,,head,90,48,1,24,
pass,86.80796632276342,96.91744408731738,100.0,100.0,Zamalek,Rivals FC,M3,progression,Zizo,Zizo,successful,,head,28,32,2,20,S1
carry,1.8272113878447072,55.82495626826467,8.037493132820327,65.42199599249867,Al Ahly,Rivals FC,M2,progression,Kahraba,Zizo,successful,,left foot,39,46,2,9,S2
pass,51.367818314824554,96.08760315556904,61.15416645618765,99.56435549820779,Zamalek,Rivals FC,M3,build-up,Salah,Zizo,successful,,left foot,19,44,2,26,
pass,11.834085542393657,21.745182071643697,22.290412758517384,9.62682916456373,Zamalek,Rivals FC,M2,progression,Marwan,Salah,unsuccessful,,left foot,74,23,1,10,S3
pass,1.346650556099649,20.97525759536758,1.4692314547040675,26.7232802248002,Al Ahly,Rivals FC,M3,build-up,,Marwan,unsuccessful,,head,38,30,2,18,S2
shot,98.67956549747191,85.47970949903913,99.4602527813094,73.0178264201935,Al Ahly,Rivals FC,M3,final-third,Kahraba,Zizo,successful,Saved,left foot,2,53,2,24,S3
pass,66.57257169198124,33.502745205421,94.7727227705305,18.309711667085608,Al Ahly,Rivals FC,M1,build-up,Salah,Salah,unsuccessful,,right foot,31,9,2,26,
duel,46.56722134550979,67.92678742763515,63.55966789767559,63.86195188392299,Al Ahly,Rivals FC,M2,build-up,Marwan,Zizo,successful,,right foot,66,24,1,19,S1
recovery,81.02747678074807,59.0613277313285,100.0,67.13769697097662,Al Ahly,Rivals FC,M3,progression,Salah,Salah,successful,,head,48,6,2,16,S3
pass,95.59980391730532,40.77702782147843,100.0,47.41614820931504,Zamalek,Rivals FC,M1,final-third,Kahraba,Zizo,unsuccessful,,right foot,24,1,2,22,
pass,58.110706139444524,71.20512653397093,82.62907380797424,76.33461250685461,Zamalek,Rivals FC,M2,final-third,Kahraba,,successful,,head,90,8,1,29,S1
pass,45.5882321886523,67.54679678389891,58.89735618981755,82.50661099679965,Al Ahly,Rivals FC,M2,progression,Dieng,Zizo,successful,,right foot,44,37,2,26,S1
cross,0.07791051723422537,98.42698299627779,20.177350087078505,100.0,Al Ahly,Rivals FC,M1,build-up,,,successful,,head,77,1,2,19,
carry,94.8067860689268,88.92061268967778,100.0,83.09636867859989,Zamalek,Rivals FC,M3,progression,,Salah,unsuccessful,,head,34,36,2,2,S3
cross,77.68723932670946,70.96814900102866,100.0,78.87846143166303,Al Ahly,Rivals FC,M2,progression,,,unsuccessful,,right foot,18,19,2,18,
pass,10.571286897487154,34.55630181141445,25.972473788990236,29.851435753143853,Zamalek,Rivals FC,M3,final-third,,Marwan,successful,,right foot,32,46,2,12,S1
pass,44.73798666417166,62.15771723371307,49.52053072868185,65.46520645166856,Al Ahly,Rivals FC,M3,build-up,Marwan,Zizo,unsuccessful,,head,31,38,1,2,S3
pass,24.650423460330295,25.833941582403565,27.100540306703273,31.509812125046768,Al Ahly,Rivals FC,M1,build-up,Zizo,Salah,successful,,left foot,32,13,1,4,S3
duel,94.71576685013264,93.65950361045489,100.0,91.43980190473405,Zamalek,Rivals FC,M3,progression,Zizo,Zizo,unsuccessful,,left foot,57,30,2,16,
shot,91.62919115360235,65.75690721845613,46.91344798693105,46.60440543783774,Al Ahly,Rivals FC,M2,final-third,Zizo,,successful,Blocked,head,14,45,2,17,
pass,14.25465091210192,17.326484542950425,7.208833569299404,14.301553763674036,Zamalek,Rivals FC,M3,progression,Marwan,Zizo,successful,,left foot,83,30,1,5,S2
interception,89.86987961349601,80.77580990230786,100.0,75.8308691826647,Al Ahly,Rivals FC,M1,build-up,Zizo,,successful,,right foot,39,57,2,5,S3
pass,30.390479330143982,76.46400534574366,46.04180807141234,73.95034839991635,Al Ahly,Rivals FC,M3,build-up,Salah,,successful,,right foot,94,27,2,4,S3
pass,12.97646887613727,96.1722849990566,28.160563461802077,89.95444460067634,Zamalek,Rivals FC,M2,final-third,,,successful,,head,72,8,1,18,S2
pass,6.216696413487122,99.0062383893177,12.548116286066413,84.38770701847834,Al Ahly,Rivals FC,M3,build-up,Kahraba,Salah,successful,,right foot,19,41,2,29,S1
shot,78.16263909442978,49.312293469660716,52.2784747791367,28.978452643635958,Zamalek,Rivals FC,M3,build-up,Zizo,,successful,Saved,head,9,13,2,9,
tackle,43.3975635644155,14.218299412409385,64.50546128292022,21.077234181464075,Zamalek,Rivals FC,M3,progression,Salah,,unsuccessful,,right foot,79,49,1,2,
carry,25.081905462548736,14.064823876081356,22.853565315158043,22.435239584955553,Al Ahly,Rivals FC,M3,progression,Dieng,,successful,,left foot,56,24,1,22,
pass,67.59975131337393,2.1078885668555425,72.19385540973165,5.5676213047868455,Zamalek,Rivals FC,M1,build-up,Kahraba,Salah,successful,,head,70,8,1,19,
cross,88.98202469844722,15.431876591760163,100.0,13.889188336609298,Al Ahly,Rivals FC,M1,progression,Zizo,Marwan,successful,,right foot,1,56,2,13,
pass,14.657004140327246,74.30911183288264,31.98634532428987,96.7351850976435,Al Ahly,Rivals FC,M3,final-third,Kahraba,Marwan,successful,,right foot,87,14,2,3,S1
recovery,3.807359336753624,0.01744116569522003,17.126186401028967,7.01647510581745,Zamalek,Rivals FC,M1,progression,Zizo,Salah,successful,,left foot,10,5,1,18,S2
pass,76.01169358496644,45.31378936477084,87.6682056450027,44.612152154662226,Al Ahly,Rivals FC,M1,final-third,Marwan,,successful,,right foot,62,30,2,9,
pass,66.30696912401756,66.86145039723567,76.04429071382867,75.86202875819616,Zamalek,Rivals FC,M2,final-third,,Zizo,successful,,left foot,84,25,1,14,
pass,86.81666394193094,19.0065298761531,94.10288900994777,17.278410233171492,Al Ahly,Rivals FC,M2,progression,Kahraba,,unsuccessful,,head,48,19,1,29,S2
recovery,11.849125017208785,62.103775354204195,13.120900810383866,69.6259003229811,Al Ahly,Rivals FC,M2,final-third,Dieng,Salah,successful,,head,1,26,2,9,S2
clearance,69.83922061090921,66.01398127048861,87.7187755265069,68.52459898731827,Al Ahly,Rivals FC,M3,final-third,Kahraba,Salah,unsuccessful,,left foot,7,17,2,11,S3
pass,28.22682133786245,54.808057982232064,11.240675167620992,60.4176131173371,Al Ahly,Rivals FC,M2,final-third,,,successful,,head,70,24,2,29,S2
block,18.536088924140316,2.1928013903385946,22.795936131216237,2.154218734217681,Al Ahly,Rivals FC,M2,final-third,Zizo,Marwan,successful,,head,48,10,1,3,S3
interception,37.95818159058262,61.44685644410197,62.63313389145149,55.28739613009117,Al Ahly,Rivals FC,M3,progression,Marwan,Salah,successful,,left foot,75,7,2,4,
pass,84.9395096134789,10.212283946335965,88.57624774377955,15.541613299197529,Zamalek,Rivals FC,M2,final-third,Dieng,Marwan,unsuccessful,,right foot,34,27,1,13,S3
pass,81.73653760886454,3.876444952478386,81.10392324591096,16.547339260856205,Al Ahly,Rivals FC,M3,final-third,Dieng,Zizo,unsuccessful,,head,60,47,2,20,
pass,83.92913332591434,86.46767525918904,100.0,74.86506757872988,Al Ahly,Rivals FC,M2,progression,,Salah,successful,,right foot,84,36,1,28,S2
carry,24.536997005533546,84.57437020256504,47.04475730160057,77.5766820053227,Zamalek,Rivals FC,M1,build-up,Salah,Zizo,successful,,head,67,3,1,12,S2
pass,45.185970061772366,91.93906011474951,55.33105643638848,78.27869873355294,Al Ahly,Rivals FC,M1,progression,Salah,Zizo,successful,,head,16,35,1,2,
pass,17.596279059017263,10.096790813789902,23.201355529452293,19.89490862985007,Al Ahly,Rivals FC,M1,progression,Salah,Salah,successful,,left foot,65,15,1,12,
pass,22.178539776687177,31.065250504243735,31.428238686135995,27.811732043906325,Al Ahly,Rivals FC,M1,progression,Salah,Marwan,successful,,head,32,45,1,24,S2
interception,84.30209524166509,19.20685632529008,92.33367025736081,29.18689112664006,Zamalek,Rivals FC,M2,progression,Zizo,Zizo,unsuccessful,,head,49,54,1,15,S2
pass,10.684778083300406,32.95159764182438,19.79935461213421,22.90581160981894,Al Ahly,Rivals FC,M2,build-up,,Salah,successful,,right foot,24,40,1,28,S1
tackle,91.76579541827242,13.259241709852098,95.71580572810001,22.50035737599525,Al Ahly,Rivals FC,M2,progression,Kahraba,,successful,,right foot,61,55,2,17,S1
carry,96.36971176556668,53.93998272682271,100.0,46.52646789259627,Al Ahly,Rivals FC,M1,final-third,Kahraba,,successful,,right foot,85,16,2,17,S1
duel,43.82348042326165,80.73366293025971,49.632184915014705,74.6580525912923,Al Ahly,Rivals FC,M2,progression,Kahraba,,unsuccessful,,head,72,2,1,15,
carry,59.77316279843284,95.99354403387397,52.54052014680707,100.0,Al Ahly,Rivals FC,M3,progression,Zizo,Salah,successful,,right foot,40,46,2,24,S1
tackle,96.36440229486246,80.38529343063261,94.5038883725166,75.19567395602857,Al Ahly,Rivals FC,M1,final-third,Marwan,Zizo,unsuccessful,,right foot,61,38,1,21,S2
pass,72.11403929090949,47.88722616064294,83.64976574756751,40.245565758364165,Zamalek,Rivals FC,M1,progression,,Salah,successful,,left foot,19,55,1,15,S1
pass,78.93367461634209,36.15752447682444,79.87316083685036,46.2585538257346,Al Ahly,Rivals FC,M1,progression,Marwan,Salah,successful,,left foot,75,53,2,27,S2
carry,74.33034024752315,33.038420790975685,60.15717605328534,31.734333987609183,Al Ahly,Rivals FC,M3,final-third,Zizo,Salah,unsuccessful,,left foot,22,37,1,4,S1
carry,5.574929004898388,62.155406005174974,32.587526324507664,76.40655978256603,Zamalek,Rivals FC,M2,build-up,Salah,,successful,,head,1,33,1,3,
pass,78.33433973186943,67.57010542771049,94.92104279984714,97.18849435568666,Al Ahly,Rivals FC,M2,build-up,Zizo,Salah,successful,,left foot,88,52,1,12,S2
pass,69.83025361773626,35.74467824163432,76.32698248143693,28.559117438169878,Al Ahly,Rivals FC,M3,progression,Zizo,Zizo,unsuccessful,,head,65,30,2,12,S2
pass,33.97761457448573,61.6252106283548,39.960724489267406,57.09393582742158,Al Ahly,Rivals FC,M1,build-up,Marwan,Marwan,successful,,right foot,37,58,1,24,S3
carry,4.368310549766474,14.37607209805588,21.05793361441946,0.0,Zamalek,Rivals FC,M3,build-up,Dieng,,successful,,left foot,4,36,2,5,
interception,35.330065872660576,5.657666378096349,60.91754270109238,0.0,Al Ahly,Rivals FC,M3,progression,Dieng,Marwan,successful,,right foot,62,31,2,23,S2
interception,55.327915316710886,79.57844447139001,60.220213077650165,86.23838449218222,Zamalek,Rivals FC,M1,build-up,Marwan,,successful,,head,43,3,2,9,
